grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	21	A	41	59.42	0.152	A	59.42	C	27.54	D	10.14	B	1.45		8	6	Matemáticas	¿Cuál de las siguientes fracciones es mayor que 1/2?	2/5	4/9	5/8	3/7
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	22	C	43	62.32	0.48	C	62.32	A	23.19	D	8.7	B	5.8		8	7	Matemáticas	Juan gasta 1/4 de su sueldo en arriendo y 1/3 en alimentación. ¿Qué fracción de su sueldo le queda disponible?	2/7	5/12	7/12	1/12
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	23	C	34	49.28	0.25	C	49.28	B	43.48	D	7.25				8	8	Matemáticas	El número mixto 3 2/5 expresado como fracción impropia es:	15/5	6/5	17/5	32/5
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	24	B	42	60.87	0.523	B	60.87	C	20.29	A	11.59	D	7.25		8	9	Matemáticas	La fracción 13/4 convertida a número mixto es:	4 1/3	3 1/4	2 5/4	3 3/4
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	25	B	52	75.36	0.199	B	75.36	C	14.49	D	7.25	A	2.9		8	10	Matemáticas	Si una receta requiere 2 1/2 tazas de harina y solo tienes 3/4 de taza, ¿cuánta harina te falta?	1 3/4	2 1/4	1 1/4	1 1/2
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	26	C	48	69.57	0.424	C	69.57	B	14.49	D	8.7	A	5.8		8	11	Estadística	En estadística, la 'Población' es:	Una parte representativa del grupo.	El conjunto total de individuos u objetos a estudiar.	El número de veces que se repite un dato.	La variable que se quiere medir.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	27	A	35	50.72	0.484	A	50.72	B	23.19	D	15.94	C	10.14		8	12	Estadística	Una variable cualitativa es aquella que:	Se puede expresar mediante números (ej: edad).	Expresa una cualidad o característica (ej: color favorito).	Siempre es un número entero.	No se puede graficar.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	28	B	51	73.91	0.603	B	73.91	C	13.04	A	7.25	D	5.8		8	13	Estadística	El 'Rango' de un conjunto de datos donde el valor máximo es 50 y el mínimo es 10 es:	60	40	5	25
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	29	D	41	59.42	0.6	D	59.42	B	20.29	C	15.94	A	4.35		8	14	Estadística	La frecuencia absoluta se define como:	El porcentaje de un dato.	El número de veces que aparece un dato específico.	La suma de todos los datos.	El promedio de las frecuencias.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	30	C	52	75.36	0.549	C	75.36	A	13.04	D	8.7	B	2.9		8	15	Estadística	¿Cuál de las siguientes es una variable cuantitativa discreta?	Estatura de una persona.	Número de hijos de una familia.	Peso de una maleta.	Color de ojos.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	31	C	56	81.16	0.544	C	81.16	B	11.59	A	5.8	D	1.45		8	16	Geometría	¿Cómo se define un ángulo en geometría?	La unión de dos rectas paralelas.	La abertura formada por dos semirrectas que tienen un mismo punto de origen llamado vértice.	Una línea curva que une dos puntos distantes.	El espacio que hay entre dos puntos cualesquiera en un plano.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	32	B	53	76.81	0.455	B	76.81	A	15.94	D	5.8	AB	1.45		8	17	Geometría	Un ángulo que mide exactamente 90° se clasifica como:	Llano	Obtuso	Recto	Agudo
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	33	B	50	72.46	0.611	B	72.46	A	17.39	C	4.35	D	2.9		8	18	Geometría	Si un ángulo mide 145°, ¿Cómo se clasifica?	Ángulo Obtuso	Ángulo Recto	Ángulo Agudo	Ángulo completo
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	34	C	56	81.16	0.506	C	81.16	A	10.14	D	4.35	B	2.9		8	19	Geometría	El instrumento básico utilizado para medir la amplitud de los ángulos en grados sexagesimales es:	La escuadra	El Transportador	El Compás	La Regla
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	35	D	42	60.87	0.549	D	60.87	A	17.39	B	10.14	C	8.7		8	20	Geometría	Si un ángulo mide 360°, se le conoce como:	Ángulo Nulo	Ángulo Entrante	Ángulo Obtuso	Ángulo completo
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	36	A	54	78.26	0.304	A	78.26	D	13.04	C	5.8	B	1.45		6	81. 	Biologia 	¿Cuál de las siguientes opciones NO es una parte de la célula? 	A. Membrana celular	B. Citoplasma	C. Tejido	D. Núcleo
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	37	B	39	56.52	0.594	B	56.52	C	18.84	A	13.04	D	10.14		6	82	Biologia 	¿Cuál de las siguientes características de la membrana celular es la más importante para su función de barrera?	A. Su composición química 	B. Su grosor                              	C. Su permeabilidad selectiva 	D. Su flexibilidad
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	38	D	55	79.71	0.648	D	79.71	C	10.14	A	4.35	B	4.35		6	83	Biologia 	¿Cuál estructura controla las funciones de la célula?	A. Membrana celular 	B. Núcleo	C. Citoplasma	D. Pared celular.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	39	C	37	53.62	0.587	C	53.62	B	18.84	A	17.39	D	8.7		6	84	Biologia 	¿Cuál es la función de los cloroplastos?	A. Almacenar sustancias, agua, aceites.	B. Realizar la fotosíntesis	C. Proteger la célula	D. Controlar el núcleo
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	40	A	57	82.61	0.673	A	82.61	D	7.25	C	5.8	B	2.9		6	85	Biologia 	¿Qué indica esto sobre las células?	 A. Todas las células son iguales 	B. Las células se adaptan a su función	C. Las células no tienen función	D. Las células no cambian
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	41	A	43	62.32	0.176	A	62.32	C	15.94	B	14.49	D	5.8		6	86	Biologia 	¿Cuál de las siguientes afirmaciones NO es un objetivo principal de la física?	A. Comprender las leyes fundamentales que rigen el universo. 	B. Desarrollar tecnologías que mejoren la calidad de vida	C. Explicar los fenómenos naturales que ocurren a nuestro alrededor. 	D. Estudiar los órganos de los seres vivos.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	42	B	16	23.19	0.097	D	39.13	B	23.19	A	17.39	C	15.94		6	87	Biologia 	¿Cuál de los siguientes fenómenos NO es estudiado por la óptica?	¿Cuál de los siguientes fenómenos NO es estudiado por la óptica?	B. La propagación de la luz a través de un prisma. 	C. La interferencia de ondas sonoras. 	D. La difracción de la luz al pasar a través de una rendija.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	43	B	44	63.77	0.296	B	63.77	A	24.64	D	4.35		4.35		6	88	Biologia 	¿qué se puede concluir sobre el descubrimiento de Hooke?	A. Hooke observó células vivas por primera vez.	B. Hooke descubrió microorganismos móviles. 	C. Hooke observó estructuras celulares en tejido vegetal muerto.	D. Hooke descubrió el ADN dentro de las células.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	44	D	40	57.97	0.425	D	57.97	B	17.39	C	15.94	A	7.25		6	89	Biologia 	¿Qué paso del método científico están realizando los investigadores al preparar y presentar su trabajo?   	A. Observación. 	B. Formulación de hipótesis. 	C. Reportar los resultados. 	D. Experimentación.
4	EVALUÁNDONOS 4 FINAL 2025	4-01, 4PJ, 4PU, 4S, 4Y	Primary Key 	45	C	40	57.97	0.278	C	57.97	D	15.94	A	14.49	B	10.14		6	90	Biologia 	¿Qué paso del método científico está realizando el científico al medir la altura de las plantas y comparar los resultados?	A. Formulación de hipótesis. 	B. Observación.	C. Comunicación de resultados.	D. Análisis de datos.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	1	B	65	90.28	0.176	B	90.28	C	5.56	A	4.17				6	91	Biologia 	¿Cuál de los siguientes pasos del método científico están llevando a cabo los estudiantes?	A. Observación, formulación de hipótesis y experimentación. 	B. Análisis de datos, formulación de conclusiones y comunicación de resultados. 	C. Planteamiento del problema, investigación y formulación de hipótesis. 	D. Recolección de datos, organización de datos y elaboración de informes.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	2	C	38	52.78	0.098	C	52.78	A	18.06	B	15.28	D	13.89		6	92	Biologia 	¿Cuál opción apoya correctamente esta afirmación?	A. Las eucariotas no tienen ADN	B. Las procariotas tienen muchos organelos	C. Las eucariotas poseen núcleo y organelos definidos	D. Ambas son exactamente iguales
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	3	D	44	61.11	0.268	D	61.11	A	26.39	B	9.72	C	2.78		6	93	Biologia 	¿Qué rama de la biología debería estudiar este estudiante?	A. Genética. 	B. Botánica. 	C. Fisiología. 	D. Anatomía.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	4	A	32	44.44	0.275	A	44.44	C	37.5	D	13.89	B	2.78		6	94	Biologia 	¿Cuál de las siguientes funciones vitales están observando los estudiantes en el conejo?	A. Nutrición, reproducción y excreción. 	B. Nutrición, relación y respiración.  	C. Relación, circulación y reproducción. 	D. Respiración, excreción y circulación.     
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	5	D	57	79.17	0.386	D	79.17	A	9.72	B	8.33	C	2.78		6	95	Biologia 	¿Cuál es la estructura o parte de la célula,  responsable de esta función?	A. Membrana celular	B. Ribosomas 	C. Vacuola	D. Núcleo
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	6	C	56	77.78	0.523	C	77.78	B	8.33	D	8.33	A	5.56		6	96	Biologia 	¿Cuáles son niveles de organización abióticos?	A. Molecular, atómico	A. Tejido, Celular 	C. Nivel celular, nivel orgánico.	D. Organismo, Nivel sistemas o aparatos.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	7	A	58	80.56	0.313	A	80.56	B	18.06	D	1.39				6	97	Biologia 	97. ¿Cuál es el nivel de organización más básico en los seres vivos?	E. Nivel de órgano	F. Nivel de tejido	G. Nivel celular	H. Nivel de organismo
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	8	B	66	91.67	0.4	B	91.67	C	4.17	A	2.78	D	1.39		6	98	Biologia 	98. En ¿Cuál de los siguientes niveles de organización incluye a todos los organismos de la misma especie que viven en un área determinada?	A. Nivel de comunidad	B. Nivel de población	C. Nivel de ecosistema	D. Nivel de organismo
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	9	B	27	37.5	0.395	D	52.78	B	37.5	C	5.56	A	4.17		6	99	Biologia 	¿Cuál es una característica distintiva de las células procariotas según el texto?	Presencia de un núcleo definido. 	Carecen de orgánulos membranosos. 	Son más complejas que las células eucariotas. 	Tienen una amplia variedad de orgánulos
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	10	A	66	91.67	0.226	A	91.67	C	6.94	B	1.39				6	100	Biologia 	¿Por qué el desarrollo del microscopio fue fundamental para el avance de la biología?	A.     Porque permitió observar organismos muy grandes	A. Porque permitió estudiar estructuras microscópicas como las células.	C. Porque reemplazó todos los experimentos científicos.	D. Porque permitió estudiar únicamente plantas.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	11	D	42	58.33	0.219	D	58.33	A	36.11	B	2.78	C	2.78		7	¿Cuáles de los elementos presentes en el ecosistema necesita la planta de tomate para realizar la fotosíntesis?	Ciencias	En la figura se muestran una planta de tomate y algunos de los elementos bióticos y abióticos presentes en el ecosistema en el que vive la planta.	Piedras, agua y arbustos.	Suelo con nutrientes, perros y arbustos	Piedras, perros y ranas.	Agua, aire, luz solar y suelo con nutrientes.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	12	D	62	86.11	0.174	D	86.11	C	6.94	A	6.94				7	La profesora les pide a sus estudiantes que identifiquen las diferencias que existen entre estos dos grupos. De acuerdo con lo anterior, ¿cuál de las siguientes es una diferencia entre los dos grupos de seres vivos?	Ciencias	En clase de Ciencias, la profesora muestra la siguiente imagen de dos grupos de seres vivos.	Los organismos del grupo F obtienen su energía de otros organismos, y los del grupo G producen su propia energía. 	Los organismos del grupo F producen su propia energía, y los del grupo G obtienen su energía de otros organismos.	Los organismos del grupo F son plantas ornamentales, y los del grupo G son animales domésticos.	Los organismos del grupo F son beneficiosos para el humano, y los del grupo G no son beneficiosos.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	13	C	42	58.33	0.338	C	58.33	A	20.83	D	18.06	B	2.78		7	¿Cuál de las siguientes es una similitud entre el ecosistema 1 y el ecosistema 2?	Ciencias	A continuación, se presentan dos tipos de ecosistemas que ve Luisa.	La presencia de factores bióticos como plantas y animales, y de factores abióticos como piedras y agua.	La presencia de animales que viven únicamente debajo de agua salada.	La presencia de factores bióticos como el agua y el aire, y de factores abióticos como las piedras y las plantas.	La presencia de animales que son capaces de volar y nadar.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	14	C	46	63.89	0.28	C	63.89	D	13.89	B	11.11	A	11.11		7	¿Cuál de las siguientes plantillas es la más adecuada para realizar este registro?	Ciencias	En un bosque cercano a un centro de recepción de residuos sólidos, se ha observado que muchas aves han empezado a transportar en sus picos restos de plástico para construir sus nidos. Un grupo ambiental presente en la zona quiere cuantificar este impacto y, para ello, cuentan en 50 árboles la presencia de nidos con material plástico y la comparan con el total de nidos encontrados.				
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	15	D	45	62.5	0.177	D	62.5	A	25	B	9.72	C	2.78		7	  ¿Cuál de las siguientes gráficas representa mejor los resultados mostrados en la tabla?	Ciencias	Un grupo de estudiantes está analizando el contenido de agua presente en una variedad de alimentos y encuentran los siguientes resultados.				
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	16	B	9	12.5	0.086	D	58.33	A	25	B	12.5	C	2.78		7	¿Por qué es importante la planta de tratamiento de aguas residuales para la población?	Ciencias	Una población contamina una gran cantidad de agua, la cual se arroja a un lago cercano. De este lago se extrae agua para el riego de cultivos y pastizales de fincas de los alrededores. Actualmente, se construye una planta de tratamiento de aguas residuales, donde se realizarán varios procesos de limpieza de microorganismos y de elementos sólidos a las aguas, antes de arrojarlas al lago.	Porque disminuye la cantidad de cultivos y pastizales en las fincas cercanas al lago.	Porque aumenta la cantidad de agua contaminada, la cual se arroja al lago.	Porque no se contaminan los cultivos y pastizales, lo cual puede enfermar a la población. 	Porque aumenta la producción de los contaminantes del agua en la población. 
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	17	C	38	52.78	0.455	C	52.78	B	23.61	A	15.28	D	6.94		7	A partir de lo anterior, ¿Cuál material se puede clasificar como elemento?	Ciencias	Según sus propiedades y composición, los materiales pueden clasificarse en: elementos, compuestos o mezclas. A continuación, se muestran esquemas que representan la composición de dos materiales. 	El material 1, porque este tiene una mayor cantidad de átomos de neón que el material 2.	El material 1, porque este se compone de un solo tipo de átomo. 	El material 2, porque este se compone de dos átomos diferentes. 	El material 2, porque este tiene una mayor cantidad de átomos de helio que el material 1. 
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	18	B	54	75	0.38	B	75	A	12.5	D	11.11	C	1.39		7	De acuerdo con lo anterior, ¿cuál de los siguientes modelos representa al oro de 18 quilates?	Ciencias	El oro es considerado un metal precioso y se usa en la fabricación de joyas. Existen diferentes tipos de oro usados en joyería, entre los que se encuentra el oro de 18 quilates. Una lámina de este material es una mezcla de 20 átomos, de los cuales 15 son átomos de oro, 4 son átomos de plata y 1 es de otros metales.  Se pide realizar un modelo que represente los átomos teniendo en cuenta el color indicado en la siguiente tabla.				
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	19	A	63	87.5	0.343	A	87.5	B	5.56	C	5.56	D	1.39		7	¿Cuál de los siguientes modelos muestra la distribución que pueden adquirir las moléculas de agua en estado gaseoso y en estado líquido?	Ciencias	A continuación se muestra un modelo que simboliza la distribución de las moléculas de agua (H2O) en estado líquido, en un recipiente cerrado. Cuando este recipiente se calienta manteniendo la presión constante, las moléculas de agua líquida cambian de estado y cambian su distribución. 				
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	20	B	36	50	0.138	B	50	A	29.17	D	9.72	C	9.72		7	De acuerdo con lo anterior, una propiedad que cambia en el agua cuando pasa de estado sólido a líquido es:	Ciencias	La siguiente figura muestra cómo al sacar del congelador un cubo de hielo, que pesa 1 gramo, este cambia de estado.	La masa, porque en estado líquido el agua es más pesada que en estado sólido.	La temperatura, porque en estado sólido el agua tiene menos de 0 °C y para que pase a estado líquido debe aumentar la temperatura.	La masa, porque en estado sólido el agua tiene una masa de 1 gramo y para que pase a estado líquido debe aumentar la masa.	La temperatura, porque esta siempre disminuye cuando hay un cambio de estado.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	21	A	37	51.39	0.328	A	51.39	C	34.72	D	6.94	B	6.94		7	Estas sustancias tienen distintas propiedades porque:	Ciencias	El ozono (O3) y el oxígeno (O2) son dos sustancias gaseosas que se encuentran en la atmósfera del planeta. En la siguiente figura se muestra la superficie de la Tierra y la atmósfera terrestre. El ozono (O3) protege el planeta de la radiación ultravioleta; el oxígeno (O2) es una sustancia que necesitan muchos seres vivos para respirar.	A pesar de estar conformados por átomos de oxígeno (O), el ozono y el oxígeno tienen distinta cantidad de átomos.	Tanto el ozono como el oxígeno son gases de la atmósfera.	El ozono está conformado por átomos y el oxígeno no.	A pesar de estar en la atmósfera, el oxígeno se encuentra solo en la superficie de la Tierra y el ozono debajo de la superficie.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	22	B	61	84.72	0.393	B	84.72	C	11.11	A	4.17				7	El dibujo que representa el recipiente que contiene la mayor concentración de sal es:	Ciencias	En cuatro recipientes se vierte la misma cantidad de agua con diferentes contenidos de sal. A cada recipiente se le introduce un trozo de metal de 5 gramos (g).				
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	23	D	61	84.72	0.356	D	84.72	B	6.94	C	6.94	A	1.39		7	Si a un recipiente que contiene 100 ml de agua se le adiciona una piedra irregular y se observa que el nivel del agua aumenta 5 ml, podemos afirmar que:	Ciencias		La masa de la piedra cambia.	El volumen del agua es de 105 ml.	La forma de la piedra cambia.  	El volumen de la piedra es de 5 ml.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	24	A	63	87.5	0.183	A	87.5	B	5.56	C	4.17	D	2.78		7	Se te ha solicitado organizar los materiales en orden descendente o decreciente de sus densidades, el orden correcto corresponde a:	Ciencias	Se presentan los siguientes materiales con su respectiva densidad: aluminio: 2.7 g/cm³, agua: 1.0 g/cm³ , cobre: 8.9 g/cm³ y madera: 0.6 g/cm³.	aluminio, agua, cobre y madera.	madera, cobre, agua, aluminio.	cobre, aluminio, agua y madera.	madera, agua, aluminio, cobre.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	25	B	35	48.61	0.222	B	48.61	C	19.44	D	18.06	A	13.89		7	La diferencia de densidades entre el agua sólida y líquida se debe a que en el proceso de congelación del agua:	Ciencias	La densidad de una sustancia es la relación entre la masa que tiene y el volumen que ocupa, para hallar la densidad se usa la fórmula matemática D=m/v. La densidad de 10 gramos de agua (H2O) es de 1 g/ml a 4 grados centígrados (°C). Al disminuir la temperatura hasta congelarla (hielo), su densidad disminuye a 0.9 g/ml.	Disminuye el volumen sin variar la masa.	Aumenta el volumen sin variar la masa.	Aumenta la masa y el volumen.	Disminuye la masa y el volumen.
5	EVALUÁNDONOS 5 FINAL 2025	5-01, 5PJ, 5PU, 5S, 5Y	Primary Key 	26	B	67	93.06	0.376	B	93.06	C	5.56	D	1.39				7	La densidad de una sustancia desconocida cuya masa es 100 gramos (g) y que ocupa un volumen de 20 mililitros (ml) corresponde a:	Ciencias		100 g/ml	20 ml/g	5g/ml	500 ml/g
